Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.p90,Ast.p90,G+A.p90,G-PK.p90,G+A-PK.p90,xG.p90,xAG.p90,xG+xAG.p90,npxG.p90,npxG+xAG.p90
2129,David Raum,de GER,DFFW,RB Leipzig,de Bundesliga,24-357,1998,25,17,1513,16.8,0,2,2,0,0,0,4,0,0.5,0.5,4.6,5.1,41,63,121,0,0.12,0.12,0,0.12,0.03,0.28,0.3,0.03,0.3
2130,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,34-123,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-088,1997,26,19,1717,19.1,1,1,2,1,0,0,0,0,2,2,0.6,2.6,29,66,42,0.05,0.05,0.1,0.05,0.1,0.1,0.03,0.13,0.1,0.13
2132,David Raya,es ESP,GK,Brentford,eng Premier League,27-211,1995,30,30,2700,30,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,11,0,0,0,0,0,0,0,0,0.01,0,0.01
2133,Tim Ream,us USA,DF,Fulham,eng Premier League,35-191,1987,29,29,2607,29,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,25,125,1,0.03,0,0.03,0.03,0.03,0.01,0,0.01,0.01,0.01
2134,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-205,1993,19,7,707,7.9,3,2,5,3,0,0,4,0,3,3,1.7,4.7,11,22,70,0.38,0.25,0.64,0.38,0.64,0.38,0.22,0.6,0.38,0.6
2135,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-301,1995,21,19,1610,17.9,1,1,2,1,0,0,5,0,0.7,0.7,1.3,2,64,58,66,0.06,0.06,0.11,0.06,0.11,0.04,0.07,0.11,0.04,0.11
2136,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-039,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-077,1995,28,28,2243,24.9,2,2,4,2,0,0,5,0,1.3,1.3,2.4,3.7,25,82,76,0.08,0.08,0.16,0.08,0.16,0.05,0.1,0.15,0.05,0.15
2138,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-119,1996,4,0,87,1,0,0,0,0,0,0,2,1,0,0,0,0,5,6,11,0,0,0,0,0,0,0.04,0.04,0,0.04
2139,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-071,1993,28,27,2171,24.1,4,1,5,4,0,0,7,0,3.8,3.8,1.6,5.4,44,52,161,0.17,0.04,0.21,0.17,0.21,0.16,0.07,0.22,0.16,0.22
2140,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-226,1982,13,13,1170,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-087,1998,3,1,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,8,5,0,0,0,0,0,0.21,0,0.21,0.21,0.21
2142,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-087,1998,14,1,336,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.9,1.6,20,32,25,0,0,0,0,0,0.21,0.23,0.44,0.21,0.44
2143,Reinier,br BRA,MFFW,Girona,es La Liga,21-085,2002,10,3,348,3.9,1,0,1,1,0,0,1,1,1,1,0.2,1.2,5,9,10,0.26,0,0.26,0.26,0.26,0.26,0.04,0.3,0.26,0.3
2144,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-320,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-133,1994,10,9,664,7.4,1,1,2,1,0,0,1,0,0.7,0.7,0,0.7,10,37,5,0.14,0.14,0.27,0.14,0.27,0.09,0,0.09,0.09,0.09
2146,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28-021,1995,28,28,2520,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2147,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-248,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,0,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06
2148,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,33-318,1989,18,14,1173,13,6,4,10,5,1,1,3,0,4.3,3.5,2,5.5,30,31,67,0.46,0.31,0.77,0.38,0.69,0.33,0.16,0.48,0.27,0.42
2149,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22-363,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-164,1997,24,23,1976,22,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1,12,76,16,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05
2151,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-152,2002,16,4,533,5.9,5,0,5,4,1,1,1,0,2.9,2.1,1,3,18,20,45,0.84,0,0.84,0.68,0.68,0.49,0.16,0.65,0.35,0.52
2152,Chadi Riad,ma MAR,MF,Barcelona,es La Liga,19-301,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,22-003,2001,22,7,564,6.3,0,2,2,0,0,0,3,0,0.8,0.8,0.3,1.1,22,17,45,0,0.32,0.32,0,0.32,0.13,0.05,0.18,0.13,0.18
2154,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-248,1999,14,9,982,10.9,3,0,3,3,0,0,2,0,1.3,1.3,0,1.3,8,48,1,0.27,0,0.27,0.27,0.27,0.12,0,0.12,0.12,0.12
2155,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,40-007,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
2156,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-236,2001,20,16,1487,16.5,1,1,2,1,0,0,5,0,0.9,0.9,1.6,2.5,30,81,20,0.06,0.06,0.12,0.06,0.12,0.05,0.1,0.15,0.05,0.15
2157,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-090,1999,29,29,2610,29,2,1,3,2,0,1,5,0,1.9,1.1,3,4.1,73,187,30,0.07,0.03,0.1,0.07,0.1,0.07,0.1,0.17,0.04,0.14
2158,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,23-017,2000,8,3,357,4,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,2,9,1,0,0,0,0,0,0.18,0.06,0.25,0.18,0.25
2159,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,25-339,1997,19,9,751,8.3,0,3,3,0,0,0,2,0,2.2,2.2,1.8,4,23,24,60,0,0.36,0.36,0,0.36,0.27,0.22,0.48,0.27,0.48
2160,Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,25-141,1997,23,15,1358,15.1,4,3,7,4,0,0,5,0,2.6,2.6,1.9,4.5,27,51,68,0.27,0.2,0.46,0.27,0.46,0.17,0.12,0.3,0.17,0.3
2161,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-050,1993,18,16,1466,16.3,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,28,57,66,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1
2162,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,eng Premier League,26-217,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2163,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-217,1988,27,27,2430,27,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,17,0,0,0,0,0,0,0,0,0,0,0
2164,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-091,1988,25,21,1805,20.1,0,2,2,0,0,0,5,1,0.5,0.5,1.1,1.6,24,93,33,0,0.1,0.1,0,0.1,0.03,0.06,0.08,0.03,0.08
2165,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-251,1987,7,6,601,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2166,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,30-031,1993,26,15,1320,14.7,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28,47,104,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37
2167,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,23-012,2000,27,19,1661,18.5,4,2,6,4,0,0,1,0,3.6,3.6,2.4,5.9,86,71,122,0.22,0.11,0.33,0.22,0.33,0.19,0.13,0.32,0.19,0.32
2168,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,eng Premier League,33-216,1989,6,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,6,0,0,0,0,0,0,0.25,0.25,0,0.25
2169,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-066,1992,19,12,1082,12,4,1,5,4,0,0,3,0,1.9,1.9,0.7,2.7,39,81,50,0.33,0.08,0.42,0.33,0.42,0.16,0.06,0.22,0.16,0.22
2170,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-027,1997,27,26,2101,23.3,1,7,8,1,0,0,7,0,2.1,2.1,5.4,7.6,33,115,76,0.04,0.3,0.34,0.04,0.34,0.09,0.23,0.32,0.09,0.32
2171,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-034,1994,26,22,1956,21.7,0,6,6,0,0,0,3,0,1.3,1.3,4.9,6.2,55,111,164,0,0.28,0.28,0,0.28,0.06,0.22,0.29,0.06,0.29
2172,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-249,1997,26,26,2278,25.3,0,1,1,0,0,0,7,0,0.1,0.1,1.1,1.2,82,100,121,0,0.04,0.04,0,0.04,0,0.05,0.05,0,0.05
2173,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-311,2005,4,0,67,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,0,12,0,0,0,0,0,0.23,0.05,0.28,0.23,0.28
2174,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-139,1996,26,24,1891,21,1,2,3,1,0,0,5,0,1.2,1.2,2.2,3.4,18,145,22,0.05,0.1,0.14,0.05,0.14,0.06,0.1,0.16,0.06,0.16
2175,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-241,1992,19,18,1475,16.4,0,0,0,0,0,0,6,1,0.6,0.6,0,0.6,5,32,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04
2176,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-122,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-185,1990,22,14,1077,12,4,1,5,4,0,0,5,0,0.7,0.7,0.9,1.6,19,75,28,0.33,0.08,0.42,0.33,0.42,0.06,0.07,0.13,0.06,0.13
2178,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-174,1997,14,14,1237,13.7,1,0,1,1,0,0,2,1,0.9,0.9,0,0.9,3,43,0,0.07,0,0.07,0.07,0.07,0.07,0,0.07,0.07,0.07
2179,Rodri,es ESP,MF,Manchester City,eng Premier League,26-296,1996,28,28,2399,26.7,2,5,7,2,0,0,4,0,4,4,3.9,8,66,226,35,0.08,0.19,0.26,0.08,0.26,0.15,0.15,0.3,0.15,0.3
2180,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-039,1991,23,17,1419,15.8,11,1,12,10,1,1,3,0,6.9,6.1,1.5,7.6,35,38,117,0.7,0.06,0.76,0.63,0.7,0.44,0.1,0.53,0.39,0.48
2181,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-333,2000,21,17,1266,14.1,2,1,3,2,0,0,0,0,1.3,1.3,0.8,2.1,35,72,82,0.14,0.07,0.21,0.14,0.21,0.09,0.06,0.15,0.09,0.15
2182,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-353,1987,12,1,272,3,0,0,0,0,0,0,1,0,1.8,1.8,0.1,1.9,2,4,15,0,0,0,0,0,0.6,0.02,0.62,0.6,0.62
2183,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-290,1998,25,14,1304,14.5,2,0,2,2,0,0,5,0,3.2,3.2,1.5,4.6,26,88,31,0.14,0,0.14,0.14,0.14,0.22,0.1,0.32,0.22,0.32
2184,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-312,1988,26,21,1623,18,3,3,6,3,0,0,7,0,1.6,1.6,1.5,3,32,59,54,0.17,0.17,0.33,0.17,0.33,0.09,0.08,0.17,0.09,0.17
2185,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29-002,1994,24,23,1972,21.9,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,8,82,13,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
2186,Miguel Rodríguez,es ESP,FW,Celta Vigo,es La Liga,19-350,2003,1,0,14,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,2,1,6.43,0,6.43,6.43,6.43,0.44,0,0.44,0.44,0.44
2187,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-253,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0.04,0.04,0,0.04
2188,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-232,1992,26,21,1952,21.7,0,0,0,0,0,0,1,0,0.3,0.3,1.6,1.9,34,108,39,0,0,0,0,0,0.01,0.07,0.09,0.01,0.09
2189,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-095,2001,25,18,1746,19.4,5,7,12,4,1,1,2,0,10.1,9.4,6.4,15.8,98,63,195,0.26,0.36,0.62,0.21,0.57,0.52,0.33,0.85,0.48,0.81
2190,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-294,1999,16,11,1008,11.2,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,8,17,33,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
2191,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-179,1997,15,12,1107,12.3,0,1,1,0,0,0,6,0,0.8,0.8,0,0.8,1,19,2,0,0.08,0.08,0,0.08,0.06,0,0.07,0.06,0.07
2192,Rogério,br BRA,DF,Sassuolo,it Serie A,25-091,1998,27,26,2275,25.3,0,2,2,0,0,0,5,0,0.5,0.5,1.5,2,76,132,73,0,0.08,0.08,0,0.08,0.02,0.06,0.08,0.02,0.08
2193,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-283,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2194,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-092,1995,26,25,2222,24.7,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,3,41,3,0.04,0,0.04,0.04,0.04,0.02,0.01,0.02,0.02,0.02
2195,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-064,1990,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2196,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-352,1998,21,20,1824,20.3,0,0,0,0,0,0,9,1,0.8,0.8,0.3,1,17,73,7,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
2197,Iván Romero,es ESP,MF,Sevilla,es La Liga,22-004,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-147,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.6,0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55
2199,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-202,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2200,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-202,1991,24,24,2144,23.8,1,0,1,1,0,0,7,0,1.4,1.4,0.7,2.2,12,98,15,0.04,0,0.04,0.04,0.04,0.06,0.03,0.09,0.06,0.09
2201,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-068,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4
2202,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-039,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2203,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-210,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7,0,0,0,0,0,0.66,0.13,0.79,0.66,0.79
2204,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-128,1994,29,27,2402,26.7,1,0,1,1,0,0,6,0,1,1,1.5,2.5,39,176,53,0.04,0,0.04,0.04,0.04,0.04,0.06,0.09,0.04,0.09
2205,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-016,1991,26,25,2154,23.9,2,1,3,2,0,0,5,0,0.9,0.9,1.3,2.2,11,120,14,0.08,0.04,0.13,0.08,0.13,0.04,0.05,0.09,0.04,0.09
2206,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-097,1997,24,12,1314,14.6,0,1,1,0,0,0,5,0,0.5,0.5,1.7,2.2,15,82,35,0,0.07,0.07,0,0.07,0.03,0.12,0.15,0.03,0.15
2207,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-167,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.26,0,0.26,0.26,0.26
2208,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-093,1995,14,6,581,6.5,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1,3,18,5,0,0.15,0.15,0,0.15,0.02,0.14,0.15,0.02,0.15
2209,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-320,2001,30,30,2684,29.8,2,1,3,2,0,0,4,1,2.8,2.8,0.8,3.7,10,107,6,0.07,0.03,0.1,0.07,0.1,0.1,0.03,0.12,0.1,0.12
2210,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-098,1993,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.08,0.08,0,0.08
2211,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-098,1993,9,4,357,4,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,7,14,16,0,0.25,0.25,0,0.25,0.04,0.19,0.23,0.04,0.23
2212,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-131,2001,16,14,1175,13.1,1,0,1,1,0,0,3,1,1.1,1.1,1.1,2.2,15,72,13,0.08,0,0.08,0.08,0.08,0.08,0.09,0.17,0.08,0.17
2213,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-131,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.3,0,0.3,0.3,0.3
2214,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-049,1994,22,21,1907,21.2,2,1,3,2,0,0,1,0,1.6,1.6,0.8,2.4,12,92,2,0.09,0.05,0.14,0.09,0.14,0.07,0.04,0.11,0.07,0.11
2215,Ruan,br BRA,DF,Sassuolo,it Serie A,23-311,1999,15,13,1109,12.3,0,0,0,0,0,0,6,1,0.5,0.5,0,0.5,2,9,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04
2216,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-069,2001,16,8,785,8.7,0,2,2,0,0,0,1,0,0.5,0.5,1.5,1.9,30,13,50,0,0.23,0.23,0,0.23,0.05,0.17,0.22,0.05,0.22
2217,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-042,1993,24,18,1693,18.8,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,9,40,3,0.05,0,0.05,0.05,0.05,0.08,0,0.08,0.08,0.08
2218,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-045,1990,16,4,568,6.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,5,31,4,0,0.16,0.16,0,0.16,0.02,0.07,0.08,0.02,0.08
2219,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-259,1994,5,4,355,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,5,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08
2220,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-277,2002,15,8,829,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22,55,65,0,0.11,0.11,0,0.11,0.06,0.1,0.16,0.06,0.16
2221,Mário Rui,pt POR,DF,Napoli,it Serie A,31-322,1991,21,20,1674,18.6,0,6,6,0,0,0,2,1,0.6,0.6,3.9,4.5,52,147,92,0,0.32,0.32,0,0.32,0.03,0.21,0.24,0.03,0.24
2222,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-023,1996,22,13,1233,13.7,0,0,0,0,0,0,3,1,0.6,0.6,1.5,2.1,32,52,57,0,0,0,0,0,0.04,0.11,0.16,0.04,0.16
2223,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-231,2002,1,1,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2224,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27-011,1996,21,16,1436,16,1,1,2,1,0,0,0,0,1.7,1.7,1.3,3,22,93,59,0.06,0.06,0.13,0.06,0.13,0.11,0.08,0.19,0.11,0.19
2225,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-079,1989,10,5,560,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,10,0,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
2226,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-329,1992,14,14,1260,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-171,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2228,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-359,2002,9,1,217,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,4,13,0,0,0,0,0,0.12,0.06,0.18,0.12,0.18
2229,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-359,2002,15,11,1009,11.2,2,2,4,2,0,0,2,0,3,3,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48
2230,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-148,1997,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1
2231,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-148,1997,10,10,841,9.3,1,0,1,1,0,0,2,0,0.4,0.4,0.8,1.2,36,31,41,0.11,0,0.11,0.11,0.11,0.04,0.08,0.12,0.04,0.12
2232,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-253,1992,22,22,1980,22,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0
2233,José Sá,pt POR,GK,Wolves,eng Premier League,30-087,1993,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-040,1993,18,14,1275,14.2,0,1,1,0,0,0,1,0,0.3,0.3,0.6,1,34,60,47,0,0.07,0.07,0,0.07,0.02,0.05,0.07,0.02,0.07
2235,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-235,1999,9,4,367,4.1,1,0,1,1,0,0,1,1,0.7,0.7,0,0.8,2,16,13,0.25,0,0.25,0.25,0.25,0.17,0.01,0.18,0.17,0.18
2236,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-137,1996,16,12,1006,11.2,2,0,2,1,1,2,4,0,2.9,1.2,1.4,2.6,7,47,53,0.18,0,0.18,0.09,0.09,0.26,0.13,0.39,0.11,0.24
2237,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-028,1994,8,6,510,5.7,0,1,1,0,0,0,1,0,0.6,0.6,0.8,1.5,8,33,18,0,0.18,0.18,0,0.18,0.11,0.14,0.26,0.11,0.26
2238,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-028,1994,15,7,628,7,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2
2239,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-348,1995,27,22,1931,21.5,0,3,3,0,0,0,2,0,0.3,0.3,1,1.4,36,56,61,0,0.14,0.14,0,0.14,0.02,0.05,0.06,0.02,0.06
2240,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-071,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5,2,7,0.75,0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61
2241,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-071,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0,1,6,1.1,0,1.1,1.1,1.1,0.5,0,0.5,0.5,0.5
2242,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-291,1999,21,11,989,11,1,2,3,1,0,0,1,0,1.5,1.5,1.9,3.4,38,34,101,0.09,0.18,0.27,0.09,0.27,0.13,0.18,0.31,0.13,0.31
2243,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-360,1995,19,6,609,6.8,5,0,5,5,0,0,2,0,3.1,3.1,0.9,4,16,24,57,0.74,0,0.74,0.74,0.74,0.46,0.13,0.59,0.46,0.59
2244,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-033,1997,20,11,997,11.1,1,5,6,1,0,0,1,0,1.5,1.5,3.8,5.3,73,58,99,0.09,0.45,0.54,0.09,0.54,0.13,0.34,0.48,0.13,0.48
