Rk,Gls.Stan,Sh.Stan,SoT.Stan,SoT%.Stan,Sh/90.Stan,SoT/90.Stan,G/Sh.Stan,G/SoT.Stan,Dist.Stan,FK.Stan,PK.Stan,PKatt.Stan,xG,npxG,npxG/Sh,G-xG,np:G-xG
545,0,1,0,0,0.15,0,0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
546,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
547,1,6,2,33.3,0.33,0.11,0.17,0.5,21.9,0,0,0,0.3,0.3,0.06,+0.7,+0.7
548,1,1,1,100,0.98,0.98,1,1,8.4,0,0,0,0.4,0.4,0.44,+0.6,+0.6
549,1,11,5,45.5,1.84,0.83,0.09,0.2,21,0,0,0,0.5,0.5,0.04,+0.5,+0.5
550,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
551,1,6,4,66.7,0.39,0.26,0.17,0.25,9,0,0,0,1.2,1.2,0.2,-0.2,-0.2
552,0,2,0,0,0.11,0,0,,10.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
553,4,34,9,26.5,2.42,0.64,0.12,0.44,17.7,0,0,1,4.5,3.7,0.11,-0.5,+0.3
554,3,20,7,35,2.83,0.99,0.15,0.43,18.7,0,0,0,1.7,1.7,0.08,+1.3,+1.3
555,0,3,0,0,0.38,0,0,,8.5,0,0,0,0.4,0.4,0.12,-0.4,-0.4
556,6,34,11,32.4,3.07,0.99,0.18,0.55,18.5,0,0,0,3.3,3.3,0.1,+2.7,+2.7
557,1,9,6,66.7,0.53,0.35,0.11,0.17,18.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5
558,2,19,3,15.8,0.99,0.16,0.11,0.67,15,0,0,0,2.2,2.2,0.13,-0.2,-0.2
559,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
560,1,4,2,50,0.31,0.15,0.25,0.5,15.3,0,0,0,0.6,0.6,0.14,+0.4,+0.4
561,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
562,0,5,0,0,0.29,0,0,,28,1,0,0,0.2,0.2,0.04,-0.2,-0.2
563,0,3,0,0,0.28,0,0,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
564,1,9,2,22.2,0.72,0.16,0.11,0.5,8.9,0,0,0,1,1,0.11,0,0
565,0,4,0,0,0.24,0,0,,8.2,0,0,0,0.7,0.2,0.06,-0.7,-0.2
566,0,3,0,0,0.26,0,0,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
567,1,7,1,14.3,0.84,0.12,0.14,1,15.5,0,0,0,1,1,0.14,0,0
568,0,5,2,40,0.57,0.23,0,0,27.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2
569,0,5,2,40,3.6,1.44,0,0,10.9,0,0,0,1,1,0.2,-1,-1
570,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
571,6,34,13,38.2,3.05,1.17,0.18,0.46,14.7,0,0,0,5.2,5.2,0.15,+0.8,+0.8
572,3,13,6,46.2,2.03,0.94,0.23,0.5,12.4,0,0,0,2.6,2.6,0.2,+0.4,+0.4
573,0,6,0,0,0.33,0,0,,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
574,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
575,0,5,0,0,0.46,0,0,,17.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
576,1,25,7,28,1.63,0.46,0.04,0.14,17.6,3,0,0,2.7,2.7,0.11,-1.7,-1.7
577,0,22,8,36.4,2.48,0.9,0,0,11.7,0,0,0,2.5,2.5,0.11,-2.5,-2.5
578,0,11,6,54.5,0.49,0.27,0,0,15.7,0,0,0,1,1,0.09,-1,-1
579,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
580,4,31,11,35.5,1.94,0.69,0.13,0.36,16.1,0,0,0,3.1,3.1,0.1,+0.9,+0.9
581,1,12,6,50,0.76,0.38,0.08,0.17,19.7,1,0,0,1.3,1.3,0.1,-0.3,-0.3
582,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
583,0,5,0,0,0.29,0,0,,24.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
584,2,11,5,45.5,0.45,0.2,0.18,0.4,19.7,0,0,0,0.6,0.6,0.05,+1.4,+1.4
585,1,8,3,37.5,3.17,1.19,0.13,0.33,19.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7
586,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
587,0,4,0,0,0.24,0,0,,29.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
588,1,21,8,38.1,2.4,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4
589,0,5,0,0,0.63,0,0,,22.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
590,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
591,2,7,4,57.1,0.49,0.28,0.29,0.5,10,0,0,0,1.4,1.4,0.2,+0.6,+0.6
592,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
593,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
594,0,7,1,14.3,0.38,0.05,0,0,22.8,3,0,0,0.3,0.3,0.04,-0.3,-0.3
595,1,19,3,15.8,0.76,0.12,0.05,0.33,19.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1
596,0,1,0,0,0.3,0,0,,6.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1
597,0,1,0,0,0.06,0,0,,9.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
598,1,5,2,40,2.59,1.03,0.2,0.5,16.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5
599,1,25,7,28,1.55,0.43,0.04,0.14,20.4,4,0,0,1.2,1.2,0.05,-0.2,-0.2
600,0,7,0,0,0.38,0,0,,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
601,0,2,0,0,0.5,0,0,,11.4,0,0,0,0.2,0.2,0.13,-0.2,-0.2
602,0,3,0,0,1.23,0,0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
603,0,8,2,25,1.51,0.38,0,0,21.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4
604,1,20,4,20,3.05,0.61,0.05,0.25,19.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4
605,0,12,8,66.7,2.86,1.91,0,0,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4
606,0,1,1,100,2.09,2.09,0,0,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
607,0,4,1,25,1.24,0.31,0,0,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
608,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
609,0,7,3,42.9,1.99,0.85,0,0,17,0,0,0,0.3,0.3,0.04,-0.3,-0.3
610,0,2,0,0,0.53,0,0,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
611,5,18,12,66.7,2.45,1.63,0.28,0.42,14.9,0,0,0,2.7,2.7,0.15,+2.3,+2.3
612,0,2,0,0,0.25,0,0,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
613,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
614,0,6,1,16.7,1.6,0.27,0,0,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4
615,4,25,13,52,2.32,1.21,0.16,0.31,14.7,0,0,0,2.8,2.8,0.11,+1.2,+1.2
616,12,45,25,55.6,2.24,1.25,0.27,0.48,11.3,0,0,0,8,8,0.18,+4.0,+4.0
617,0,19,5,26.3,1.01,0.26,0,0,19.7,0,0,0,1.7,1.7,0.09,-1.7,-1.7
618,0,1,0,0,0.57,0,0,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
619,0,6,4,66.7,0.82,0.55,0,0,19,0,0,0,0.6,0.6,0.1,-0.6,-0.6
620,0,8,3,37.5,0.43,0.16,0,0,12.9,1,0,0,0.6,0.6,0.07,-0.6,-0.6
621,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
622,0,6,1,16.7,1.48,0.25,0,0,25.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
623,3,20,4,20,0.73,0.15,0.15,0.75,15.2,1,0,0,2,2,0.1,+1.0,+1.0
624,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
625,2,11,4,36.4,2.07,0.75,0.09,0.25,16.7,0,1,1,2.7,1.9,0.17,-0.7,-0.9
626,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
627,1,22,2,9.1,0.73,0.07,0.05,0.5,15.1,0,0,0,2.5,2.4,0.11,-1.5,-1.4
628,1,20,3,15,0.69,0.1,0.05,0.33,14.4,0,0,0,1.3,1.3,0.07,-0.3,-0.3
629,1,2,1,50,0.29,0.14,0.5,1,22.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9
630,5,26,9,34.6,0.94,0.32,0.19,0.56,22.7,0,0,0,2.5,2.5,0.1,+2.5,+2.5
631,1,4,2,50,0.27,0.14,0.25,0.5,15.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6
632,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
633,1,6,1,16.7,0.33,0.06,0.17,1,19.3,0,0,0,1,1,0.16,0,0
634,3,14,5,35.7,1.02,0.36,0.21,0.6,20.8,0,0,0,1,1,0.07,+2.0,+2.0
635,19,80,37,46.3,2.92,1.35,0.16,0.35,15.7,0,6,7,18.6,13.1,0.17,+0.4,-0.1
636,1,16,8,50,0.72,0.36,0.06,0.13,17.9,0,0,0,1.6,1.6,0.1,-0.6,-0.6
637,2,14,5,35.7,0.69,0.25,0.14,0.4,16.7,0,0,0,1,1,0.07,+1.0,+1.0
638,0,9,2,22.2,1.57,0.35,0,0,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2
639,1,11,2,18.2,0.81,0.15,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
640,0,6,1,16.7,0.75,0.12,0,0,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
641,1,7,2,28.6,0.76,0.22,0.14,0.5,10.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4
642,5,59,19,32.2,2.51,0.81,0.08,0.26,23.5,7,0,0,5,5,0.08,0,0
643,0,15,3,20,1.52,0.3,0,0,12.8,0,0,0,1.7,1.7,0.11,-1.7,-1.7
644,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
645,1,13,4,30.8,0.96,0.3,0.08,0.25,25.9,1,0,0,0.8,0.8,0.06,+0.2,+0.2
646,0,4,0,0,0.36,0,0,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
647,0,4,2,50,0.67,0.33,0,0,13.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4
648,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
649,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
650,1,10,7,70,1.24,0.87,0.1,0.14,13.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1
651,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
652,4,22,7,31.8,1.22,0.39,0.18,0.57,14.5,0,0,0,2.5,2.5,0.11,+1.5,+1.5
653,5,23,8,34.8,1.97,0.69,0.04,0.13,20.5,2,4,4,4.8,1.6,0.07,+0.2,-0.6
654,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
655,0,6,4,66.7,0.58,0.39,0,0,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
656,0,3,1,33.3,0.87,0.29,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
657,0,1,0,0,0.3,0,0,,20,0,0,0,0.1,0.1,0.11,-0.1,-0.1
658,1,2,1,50,9,4.5,0.5,1,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9
659,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
660,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3,0.13,+0.6,0
661,0,12,6,50,3.15,1.57,0,0,12.3,0,0,0,2.2,2.2,0.18,-2.2,-2.2
662,0,4,2,50,2.21,1.1,0,0,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
663,3,28,13,46.4,2.92,1.36,0.11,0.23,13.3,0,0,0,3.8,3.8,0.14,-0.8,-0.8
664,5,39,14,35.9,3.19,1.15,0.13,0.36,17.8,0,0,0,2.9,2.9,0.07,+2.1,+2.1
665,0,2,2,100,1.64,1.64,0,0,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
666,0,2,0,0,0.62,0,0,,15.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
667,1,6,1,16.7,0.36,0.06,0.17,1,13.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3
668,3,28,4,14.3,2.13,0.3,0.11,0.75,24.8,8,0,0,1.9,1.9,0.07,+1.1,+1.1
669,7,47,19,40.4,2.28,0.92,0.13,0.32,15.3,0,1,1,6,5.2,0.11,+1.0,+0.8
670,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
671,0,3,0,0,0.84,0,0,,12.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5
672,5,44,19,43.2,1.56,0.68,0.02,0.05,24.8,14,4,4,5.9,2.7,0.06,-0.9,-1.7
673,0,1,0,0,0.23,0,0,,23.2,0,0,0,0,0,0.04,0,0
674,0,3,2,66.7,1.26,0.84,0,0,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7
675,2,20,6,30,2.62,0.79,0.1,0.33,12.8,2,0,0,1.8,1.8,0.09,+0.2,+0.2
676,2,16,4,25,0.92,0.23,0.13,0.5,14.9,0,0,0,1.5,1.5,0.09,+0.5,+0.5
677,0,2,0,0,1.32,0,0,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
678,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
679,0,1,0,0,11.25,0,0,,31.9,0,0,0,0,0,0.03,0,0
680,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
681,1,10,4,40,0.49,0.2,0.1,0.25,17.3,0,0,0,0.8,0.8,0.08,+0.2,+0.2
682,5,44,10,22.7,2.75,0.62,0.11,0.5,13.6,0,0,1,6.3,5.5,0.13,-1.3,-0.5
683,0,2,1,50,0.55,0.27,0,0,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
684,1,18,6,33.3,3.55,1.18,0.06,0.17,15.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2
685,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1
686,2,23,6,26.1,0.98,0.26,0.09,0.33,21.8,0,0,0,2.1,2.1,0.09,-0.1,-0.1
687,0,1,0,0,3.21,0,0,,11,0,0,0,0.1,0.1,0.09,-0.1,-0.1
688,2,30,13,43.3,1.75,0.76,0.07,0.15,17.9,1,0,0,2.4,2.4,0.08,-0.4,-0.4
689,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
690,2,22,8,36.4,0.76,0.28,0.09,0.25,12.1,0,0,0,2.2,2.2,0.1,-0.2,-0.2
691,4,27,9,33.3,2.44,0.81,0.11,0.33,21.4,1,1,1,2.3,1.5,0.06,+1.7,+1.5
692,10,38,16,42.1,1.8,0.76,0.26,0.63,15.1,0,0,0,6.4,6.4,0.17,+3.6,+3.6
693,9,58,32,55.2,2.45,1.35,0.16,0.28,18,0,0,1,9.5,8.7,0.15,-0.5,+0.3
694,2,12,3,25,0.66,0.16,0.17,0.67,7.7,0,0,0,2.4,2.4,0.2,-0.4,-0.4
695,2,13,5,38.5,0.59,0.23,0.15,0.4,11.2,0,0,0,1.1,1.1,0.09,+0.9,+0.9
696,0,1,1,100,0.69,0.69,0,0,7.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
697,1,4,1,25,0.83,0.21,0.25,1,8,0,0,0,0.4,0.4,0.1,+0.6,+0.6
698,0,1,0,0,1.01,0,0,,31.4,0,0,0,0,0,0.02,0,0
699,15,66,29,43.9,2.63,1.16,0.21,0.48,12.4,1,1,2,13.1,11.4,0.18,+1.9,+2.6
700,0,6,0,0,0.66,0,0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
701,0,3,0,0,0.15,0,0,,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
702,0,3,0,0,4.09,0,0,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
703,0,12,4,33.3,1.03,0.34,0,0,21.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6
704,0,1,0,0,0.09,0,0,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2
705,2,20,8,40,1.76,0.71,0.1,0.25,16.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2
706,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
707,0,10,2,20,0.58,0.12,0,0,9.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3
708,3,36,16,44.4,1.86,0.83,0.08,0.19,15.4,0,0,0,3.8,3.8,0.11,-0.8,-0.8
709,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
710,5,28,14,50,1.81,0.9,0.18,0.36,14.9,1,0,0,4.1,4.1,0.15,+0.9,+0.9
711,3,16,7,43.8,2.35,1.03,0.19,0.43,13.3,0,0,0,1.7,1.7,0.11,+1.3,+1.3
712,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
713,1,11,5,45.5,5.1,2.32,0.09,0.2,12.5,0,0,0,1.5,1.5,0.14,-0.5,-0.5
714,2,14,3,21.4,2.12,0.46,0.07,0.33,18.7,0,1,1,2.6,1.8,0.13,-0.6,-0.8
715,2,16,4,25,0.59,0.15,0.13,0.5,12.1,2,0,0,1.2,1.2,0.08,+0.8,+0.8
716,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5
717,1,7,3,42.9,0.48,0.21,0.14,0.33,20.3,3,0,0,0.3,0.3,0.05,+0.7,+0.7
718,3,36,9,25,1.91,0.48,0.08,0.33,20.5,6,0,0,2.4,2.4,0.07,+0.6,+0.6
719,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
720,2,17,5,29.4,1.9,0.56,0.12,0.4,14.8,0,0,0,2.1,2.1,0.12,-0.1,-0.1
721,0,3,1,33.3,2.73,0.91,0,0,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
722,0,5,0,0,2.51,0,0,,15.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
723,0,7,1,14.3,0.43,0.06,0,0,14.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
724,1,10,2,20,2.06,0.41,0.1,0.5,14.1,0,0,0,1.7,1.7,0.17,-0.7,-0.7
725,1,2,1,50,1.71,0.86,0.5,1,18.2,0,0,0,0.4,0.4,0.22,+0.6,+0.6
726,1,3,2,66.7,0.18,0.12,0.33,0.5,12.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
727,1,20,6,30,1.79,0.54,0.05,0.17,21.3,1,0,0,1.4,1.4,0.07,-0.4,-0.4
728,1,2,1,50,2.77,1.38,0.5,1,10.5,0,0,0,1,1,0.5,0,0
729,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
730,3,18,5,27.8,0.62,0.17,0.17,0.6,14.5,0,0,1,3,2.2,0.12,0,+0.8
731,0,1,0,0,18,0,0,,26.3,0,0,0,0,0,0.03,0,0
732,2,15,4,26.7,0.67,0.18,0.13,0.5,12.7,0,0,0,1.3,1.3,0.08,+0.7,+0.7
733,0,7,1,14.3,0.29,0.04,0,0,12.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5
734,0,3,2,66.7,0.45,0.3,0,0,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
735,1,8,4,50,0.39,0.19,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12,+0.1,+0.1
736,1,13,4,30.8,0.52,0.16,0.08,0.25,15.7,1,0,0,1.2,1.2,0.09,-0.2,-0.2
737,0,3,0,0,0.26,0,0,,6.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
738,0,2,0,0,1.32,0,0,,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
739,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
740,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
741,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
742,4,47,22,46.8,2.18,1.02,0.09,0.18,17.6,0,0,0,5.6,5.6,0.12,-1.6,-1.6
743,0,9,3,33.3,0.44,0.15,0,0,20.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
744,4,7,6,85.7,0.4,0.34,0.57,0.67,9.9,0,0,0,1.3,1.3,0.18,+2.7,+2.7
745,1,10,2,20,1.35,0.27,0.1,0.5,12.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2
746,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
747,2,18,6,33.3,1.24,0.41,0.11,0.33,16.1,0,0,0,1.8,1.8,0.1,+0.2,+0.2
748,1,14,6,42.9,1.97,0.85,0.07,0.17,15.9,0,0,0,1.5,1.5,0.1,-0.5,-0.5
749,0,2,1,50,0.91,0.46,0,0,17.3,0,0,0,0,0,0.02,0,0
750,0,6,2,33.3,1.58,0.53,0,0,16.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
751,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
752,1,25,8,32,1.37,0.44,0.04,0.13,23.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3
753,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
754,1,2,1,50,0.45,0.23,0.5,1,19.2,0,0,0,0.4,0.4,0.2,+0.6,+0.6
755,0,1,0,0,1.55,0,0,,24.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
756,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
757,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
758,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
759,3,26,9,34.6,0.87,0.3,0.12,0.33,12.5,0,0,0,4.3,4.3,0.16,-1.3,-1.3
760,1,6,3,50,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6
761,0,1,1,100,0.99,0.99,0,0,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
762,2,12,3,25,1.09,0.27,0.17,0.67,11.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5
763,0,27,6,22.2,1.11,0.25,0,0,25.7,0,0,0,0.9,0.9,0.03,-0.9,-0.9
764,0,6,1,16.7,6.07,1.01,0,0,12.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7
765,3,21,6,28.6,1.76,0.5,0.14,0.5,21,0,0,0,1.6,1.6,0.07,+1.4,+1.4
766,0,1,0,0,7.5,0,0,,31.4,0,0,0,0,0,0.03,0,0
767,1,6,2,33.3,0.33,0.11,0.17,0.5,23.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8
768,2,23,9,39.1,2.21,0.87,0.04,0.11,19.2,0,1,1,3.6,2.8,0.12,-1.6,-1.8
769,0,7,2,28.6,0.36,0.1,0,0,16,0,0,0,1,1,0.14,-1,-1
770,0,3,0,0,0.56,0,0,,12.5,0,0,0,0.3,0.3,0.12,-0.3,-0.3
771,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
772,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
773,1,7,3,42.9,0.96,0.41,0.14,0.33,17.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7
774,3,13,5,38.5,1.09,0.42,0.23,0.6,14.1,0,0,0,1.9,1.9,0.14,+1.1,+1.1
775,0,14,4,28.6,0.55,0.16,0,0,10.9,0,0,0,1.2,1.2,0.09,-1.2,-1.2
776,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
777,8,68,32,47.1,2.72,1.28,0.12,0.25,18.7,10,0,1,8.4,7.6,0.11,-0.4,+0.4
778,0,12,4,33.3,1.34,0.45,0,0,22.4,1,0,0,0.8,0.8,0.07,-0.8,-0.8
779,0,12,3,25,1.57,0.39,0,0,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
780,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
781,0,4,1,25,3.33,0.83,0,0,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
782,1,28,12,42.9,1.45,0.62,0.04,0.08,11.6,0,0,0,3.1,3.1,0.11,-2.1,-2.1
783,0,3,1,33.3,0.43,0.14,0,0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
784,1,20,3,15,0.71,0.11,0.05,0.33,11.9,1,0,0,1.6,1.6,0.08,-0.6,-0.6
785,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
786,0,7,2,28.6,7.59,2.17,0,0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
787,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
788,1,23,7,30.4,1.9,0.58,0.04,0.14,12.8,0,0,1,3.4,2.6,0.11,-2.4,-1.6
789,0,4,1,25,0.2,0.05,0,0,14.8,0,0,0,0.4,0.4,0.1,-0.4,-0.4
790,11,52,17,32.7,2.92,0.95,0.13,0.41,20.3,3,4,4,8.1,4.9,0.09,+2.9,+2.1
791,7,64,21,32.8,3.63,1.19,0.11,0.33,14.3,0,0,0,8.7,8.7,0.14,-1.7,-1.7
792,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
793,0,3,1,33.3,1.22,0.41,0,0,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
794,0,3,0,0,0.29,0,0,,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
795,2,12,4,33.3,0.86,0.29,0.17,0.5,11.2,0,0,0,2.1,2.1,0.18,-0.1,-0.1
796,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
797,1,28,6,21.4,1.55,0.33,0.04,0.17,21.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6
798,4,36,13,36.1,2.26,0.82,0.11,0.31,12.4,0,0,0,3.8,3.8,0.11,+0.2,+0.2
799,0,8,3,37.5,1.33,0.5,0,0,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
800,1,13,2,15.4,0.58,0.09,0.08,0.5,20.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2
801,0,8,0,0,2.99,0,0,,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
802,1,7,3,42.9,0.74,0.32,0.14,0.33,20.5,0,0,0,1,1,0.14,0,0
803,2,7,3,42.9,0.52,0.22,0.29,0.67,13.5,0,0,0,1.7,1.7,0.24,+0.3,+0.3
804,0,1,1,100,1.48,1.48,0,0,35.5,0,0,0,0,0,0.02,0,0
805,0,21,5,23.8,2.39,0.57,0,0,19.7,0,0,0,1.4,1.4,0.07,-1.4,-1.4
806,0,12,1,8.3,0.97,0.08,0,0,15.7,0,0,0,1.8,1.8,0.16,-1.8,-1.8
807,3,23,10,43.5,2.41,1.05,0.13,0.3,14,0,0,0,2.8,2.8,0.12,+0.2,+0.2
808,0,1,0,0,4.5,0,0,,28.2,0,0,0,0,0,0.04,0,0
809,0,10,4,40,2.11,0.85,0,0,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
810,0,4,1,25,1.49,0.37,0,0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5
811,0,2,0,0,1.05,0,0,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
812,1,29,10,34.5,1.74,0.6,0.03,0.1,18.9,0,0,0,1.8,1.8,0.06,-0.8,-0.8
813,6,23,9,39.1,1.83,0.72,0.22,0.56,16,1,1,1,3.6,2.8,0.12,+2.4,+2.2
814,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
815,0,6,0,0,0.52,0,0,,16.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6
816,3,15,8,53.3,0.61,0.33,0.2,0.38,10.9,0,0,0,2.2,2.2,0.15,+0.8,+0.8
