,Tota,Tota,Tota,Tota,Tota,Shor,Shor,Shor,Medi,Medi,Medi,Long,Long,Long,,,,,,,,,,
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
46,691,917,75.4,11479,4667,332,384,86.5,289,358,80.7,52,111,46.8,2,2.6,2,-0.6,11,57,11,2,87,Matches
47,1788,1968,90.9,29585,10903,831,870,95.5,804,859,93.6,102,161,63.4,3,2.2,3,+0.8,21,143,15,3,154,Matches
48,83,103,80.6,1154,309,52,56,92.9,27,33,81.8,2,5,40,0,0,0,0,1,6,0,0,5,Matches
49,398,572,69.6,7977,2385,159,193,82.4,139,185,75.1,82,143,57.3,1,1.1,1.4,-0.1,14,41,7,4,55,Matches
50,115,171,67.3,1392,257,68,92,73.9,30,44,68.2,3,6,50,0,1,1.5,-1,7,5,5,0,10,Matches
51,2334,2795,83.5,36392,12699,1218,1329,91.6,868,995,87.2,154,273,56.4,10,7.1,5.8,+2.9,58,212,60,18,291,Matches
52,5,6,83.3,62,35,3,3,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
53,1626,1970,82.5,25002,8252,896,986,90.9,553,631,87.6,115,235,48.9,9,7.8,6.7,+1.2,65,235,44,5,223,Matches
54,1339,1560,85.8,28053,9682,355,392,90.6,780,850,91.8,186,277,67.1,0,0.1,0.2,-0.1,4,63,1,0,90,Matches
55,347,558,62.2,5152,2040,220,258,85.3,86,145,59.3,26,94,27.7,2,2,1,0,11,23,8,6,26,Matches
56,123,175,70.3,1444,197,73,99,73.7,25,33,75.8,5,8,62.5,3,1.6,1.2,+1.4,7,4,5,0,10,Matches
57,1340,1508,88.9,24737,7150,573,624,91.8,594,640,92.8,150,190,78.9,4,2.3,1.7,+1.7,29,211,26,1,214,Matches
58,556,667,83.4,10541,3267,247,267,92.5,201,226,88.9,91,138,65.9,0,0.9,1.2,-0.9,14,85,12,3,87,Matches
59,580,961,60.4,13798,6805,153,200,76.5,276,378,73,141,350,40.3,0,0.1,0.5,-0.1,4,78,7,0,89,Matches
60,193,329,58.7,3129,1194,103,129,79.8,54,85,63.5,23,76,30.3,2,1.8,2.1,+0.2,20,19,23,23,25,Matches
61,287,391,73.4,7942,5718,48,48,100,149,151,98.7,89,191,46.6,0,0,0,0,0,2,0,0,1,Matches
62,683,869,78.6,11604,2454,330,382,86.4,266,309,86.1,62,106,58.5,2,1.3,1.4,+0.7,20,66,14,5,81,Matches
63,2039,2757,74,40112,15683,841,964,87.2,811,1048,77.4,344,636,54.1,12,12,13,0,90,245,85,25,267,Matches
64,220,314,70.1,2951,510,132,159,83,63,92,68.5,9,21,42.9,1,2.7,2.4,-1.7,14,17,10,2,22,Matches
65,1214,1388,87.5,28439,18286,275,276,99.6,686,699,98.1,249,409,60.9,1,0.2,0,+0.8,1,16,1,0,1,Matches
66,778,982,79.2,12868,4192,356,405,87.9,337,402,83.8,57,102,55.9,2,0.8,1,+1.2,15,103,20,3,130,Matches
67,416,545,76.3,6103,1306,245,287,85.4,123,164,75,29,44,65.9,2,1.9,1.4,+0.1,15,44,10,2,56,Matches
68,177,228,77.6,2353,563,105,124,84.7,45,53,84.9,10,20,50,0,0.3,0.4,-0.3,2,14,4,1,18,Matches
69,114,157,72.6,1696,434,63,81,77.8,34,45,75.6,9,12,75,0,0.4,0.4,-0.4,7,10,3,1,13,Matches
70,402,511,78.7,5720,1254,229,264,86.7,118,149,79.2,23,38,60.5,0,0.9,0.6,-0.9,16,26,5,0,46,Matches
71,1142,1486,76.9,17781,5763,624,709,88,387,478,81,84,194,43.3,4,4.5,3.4,-0.5,43,67,34,15,93,Matches
72,531,799,66.5,10947,4885,175,221,79.2,250,330,75.8,100,208,48.1,0,0.6,0.6,-0.6,8,50,6,3,71,Matches
73,1,3,33.3,12,0,1,3,33.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
74,832,1019,81.6,16426,6655,290,322,90.1,436,484,90.1,98,180,54.4,0,0.1,0.3,-0.1,4,49,2,0,64,Matches
75,915,1089,84,13852,4399,545,580,94,264,313,84.3,75,141,53.2,3,2.3,3.1,+0.7,22,85,27,15,72,Matches
76,204,233,87.6,3213,865,105,116,90.5,72,78,92.3,17,24,70.8,0,0.2,0.2,-0.2,2,18,1,0,21,Matches
77,384,439,87.5,7290,2224,127,138,92,203,224,90.6,43,60,71.7,0,0.1,0,-0.1,3,10,0,0,21,Matches
78,26,39,66.7,425,161,11,15,73.3,12,18,66.7,2,4,50,1,0.1,0,+0.9,1,1,0,0,4,Matches
79,1399,1546,90.5,25246,8400,508,550,92.4,769,810,94.9,103,140,73.6,0,0.2,0.4,-0.2,4,71,1,0,62,Matches
80,159,202,78.7,2044,508,89,107,83.2,44,54,81.5,7,8,87.5,1,0.9,0.5,+0.1,6,11,5,1,19,Matches
81,269,319,84.3,4444,1417,144,156,92.3,96,113,85,26,39,66.7,0,0.1,0.1,-0.1,1,27,2,0,28,Matches
82,74,86,86,1244,321,38,43,88.4,29,31,93.5,6,9,66.7,0,0,0.1,0,1,7,3,1,9,Matches
83,20,29,69,419,59,8,9,88.9,7,10,70,4,8,50,0,0,0,0,0,0,0,0,1,Matches
84,887,1133,78.3,13080,5926,525,593,88.5,286,367,77.9,53,97,54.6,1,1.3,1.5,-0.3,12,53,7,2,64,Matches
85,222,299,74.2,3236,970,122,144,84.7,74,93,79.6,10,33,30.3,1,2.1,1.4,-1.1,20,16,9,1,33,Matches
86,183,222,82.4,2857,576,97,105,92.4,59,72,81.9,18,28,64.3,0,0.3,0.4,-0.3,3,10,8,0,21,Matches
87,867,1165,74.4,15853,6627,385,445,86.5,359,443,81,103,209,49.3,3,1.6,1.5,+1.4,15,96,12,7,112,Matches
88,645,716,90.1,12507,3260,238,264,90.2,321,336,95.5,78,95,82.1,0,0.2,0.7,-0.2,8,74,9,1,63,Matches
89,1911,2351,81.3,44144,15836,410,480,85.4,1138,1224,93,349,604,57.8,3,1.7,1.9,+1.3,20,151,11,2,100,Matches
90,1118,1436,77.9,16074,3918,652,765,85.2,341,420,81.2,60,106,56.6,8,6.5,5.2,+1.5,50,60,61,13,123,Matches
91,147,234,62.8,1595,243,108,149,72.5,22,38,57.9,2,4,50,1,1,0.9,0,12,5,7,1,14,Matches
92,25,38,65.8,283,21,14,19,73.7,7,11,63.6,0,1,0,0,0.1,0,-0.1,3,2,0,0,2,Matches
93,350,535,65.4,5920,2921,164,214,76.6,144,212,67.9,32,69,46.4,0,0.1,0.5,-0.1,4,32,2,1,44,Matches
94,1404,1766,79.5,22765,6915,691,804,85.9,524,623,84.1,113,187,60.4,1,1.3,1.3,-0.3,15,145,12,2,178,Matches
95,133,166,80.1,1794,844,81,86,94.2,46,59,78,1,8,12.5,0,0,0.2,0,2,7,5,2,18,Matches
96,811,1011,80.2,13041,4189,384,444,86.5,331,400,82.8,54,91,59.3,2,1.5,1.7,+0.5,12,88,9,0,100,Matches
97,590,785,75.2,12280,5279,242,278,87.1,228,298,76.5,117,191,61.3,1,1.5,1.8,-0.5,8,72,23,13,98,Matches
98,1082,1516,71.4,17957,6443,546,608,89.8,381,519,73.4,109,291,37.5,5,5.2,8.4,-0.2,52,68,54,36,73,Matches
99,4,11,36.4,51,17,3,4,75,1,5,20,0,2,0,0,0,0,0,0,1,0,0,0,Matches
100,285,407,70,5390,2749,121,140,86.4,107,143,74.8,46,100,46,3,2.1,2.1,+0.9,17,40,16,12,41,Matches
101,136,215,63.3,1856,397,79,112,70.5,40,64,62.5,6,11,54.5,0,0.2,0.5,-0.2,6,6,6,3,7,Matches
102,1541,1826,84.4,30310,12113,509,559,91.1,853,941,90.6,165,283,58.3,1,1.4,1.7,-0.4,7,90,7,1,108,Matches
103,23,28,82.1,347,131,8,11,72.7,9,10,90,2,2,100,0,0,0,0,0,0,0,0,0,Matches
104,438,702,62.4,6545,1294,252,324,77.8,121,192,63,37,63,58.7,8,6,5,+2.0,45,24,27,12,46,Matches
105,153,253,60.5,2315,735,87,111,78.4,56,85,65.9,7,23,30.4,1,1,0.8,0,6,7,10,2,22,Matches
106,1243,1446,86,18236,4604,718,783,91.7,393,453,86.8,75,100,75,4,4.5,5.2,-0.5,38,128,34,1,165,Matches
107,457,614,74.4,7867,2112,220,255,86.3,148,183,80.9,55,107,51.4,4,1.6,1.3,+2.4,17,48,9,3,75,Matches
108,756,1001,75.5,13014,5913,348,399,87.2,319,404,79,71,139,51.1,0,0.3,1,-0.3,3,43,12,7,69,Matches
109,933,1266,73.7,19318,5465,347,418,83,364,456,79.8,200,325,61.5,5,2.2,2.7,+2.8,45,87,8,5,79,Matches
110,524,795,65.9,8928,2978,255,303,84.2,190,267,71.2,57,151,37.7,5,4.5,4.9,+0.5,35,39,28,13,79,Matches
111,916,1094,83.7,15636,5157,437,476,91.8,349,397,87.9,91,134,67.9,4,0.9,1.7,+3.1,17,92,14,2,96,Matches
112,1326,1555,85.3,26401,6871,399,443,90.1,752,814,92.4,156,253,61.7,0,0.2,0.4,-0.2,2,57,3,1,83,Matches
113,1491,1662,89.7,28250,8838,511,544,93.9,828,876,94.5,133,209,63.6,0,1.2,0.8,-1.2,8,74,4,3,91,Matches
114,4,4,100,62,29,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
115,21,40,52.5,785,656,2,2,100,8,8,100,11,30,36.7,0,0,0,0,0,0,0,0,0,Matches
116,49,73,67.1,904,504,21,24,87.5,23,34,67.6,5,15,33.3,0,0,0,0,1,4,0,0,3,Matches
117,18,38,47.4,187,69,13,20,65,4,11,36.4,0,1,0,0,0.3,0.1,-0.3,6,3,1,0,3,Matches
118,153,218,70.2,2480,1038,75,92,81.5,64,91,70.3,12,23,52.2,0,0.4,0.2,-0.4,5,10,3,3,11,Matches
119,229,324,70.7,3453,610,111,142,78.2,93,126,73.8,12,22,54.5,2,1.6,1.4,+0.4,13,11,13,0,30,Matches
120,590,744,79.3,8618,2144,321,386,83.2,217,250,86.8,25,42,59.5,0,1.5,1.4,-1.5,25,46,23,4,83,Matches
121,659,908,72.6,8749,1621,400,514,77.8,189,246,76.8,23,37,62.2,1,3.8,2.1,-2.8,44,30,19,0,68,Matches
122,1453,1869,77.7,30069,10473,487,550,88.5,662,753,87.9,263,468,56.2,2,4.7,6.7,-2.7,57,151,29,10,171,Matches
123,115,138,83.3,2398,1340,36,36,100,55,55,100,21,44,47.7,0,0,0,0,0,1,0,0,0,Matches
124,532,677,78.6,8981,2491,221,267,82.8,242,290,83.4,43,69,62.3,0,1.5,1.1,-1.5,15,79,9,2,86,Matches
125,110,142,77.5,1728,248,59,71,83.1,36,46,78.3,8,11,72.7,2,0.4,0.3,+1.6,7,7,2,0,10,Matches
126,105,170,61.8,1588,457,59,71,83.1,32,43,74.4,8,38,21.1,0,0,0.2,0,1,4,4,3,3,Matches
127,244,378,64.6,3408,1080,135,173,78,82,116,70.7,9,26,34.6,4,1.9,2.1,+2.1,20,22,19,6,40,Matches
128,959,1168,82.1,14340,4485,546,623,87.6,313,366,85.5,58,85,68.2,1,0.5,0.6,+0.5,11,70,4,0,86,Matches
129,185,228,81.1,4206,2778,43,43,100,103,104,99,37,76,48.7,0,0,0,0,0,1,0,0,0,Matches
130,7,8,87.5,156,37,5,6,83.3,0,0,,2,2,100,0,0,0,0,1,1,1,1,1,Matches
131,731,894,81.8,10841,2086,415,452,91.8,221,261,84.7,55,102,53.9,0,2.4,3,-2.4,31,59,19,2,80,Matches
132,7,7,100,110,8,5,5,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,Matches
133,147,226,65,2158,804,83,107,77.6,43,64,67.2,10,26,38.5,0,0.1,0.4,-0.1,2,20,1,0,17,Matches
134,6,8,75,80,15,3,3,100,1,1,100,1,2,50,0,0,0,0,0,1,0,0,0,Matches
135,638,779,81.9,12159,3636,251,279,90,290,319,90.9,85,158,53.8,1,0.9,0.8,+0.1,7,65,4,0,62,Matches
136,968,1371,70.6,13844,2606,542,664,81.6,266,378,70.4,75,148,50.7,5,5.9,5.8,-0.9,57,60,42,7,108,Matches
137,306,383,79.9,5021,1280,141,164,86,137,161,85.1,21,34,61.8,2,1.1,0.9,+0.9,7,15,5,1,27,Matches
138,282,401,70.3,4689,2067,142,165,86.1,110,160,68.8,23,47,48.9,0,0.3,0.3,-0.3,3,16,4,2,25,Matches
139,556,738,75.3,8234,2706,321,361,88.9,168,231,72.7,40,88,45.5,1,1.3,1.5,-0.3,12,31,16,7,44,Matches
140,137,208,65.9,1801,404,90,115,78.3,37,64,57.8,4,9,44.4,1,1,0.9,0,9,6,8,0,26,Matches
141,176,238,73.9,2279,294,106,135,78.5,47,61,77,7,10,70,1,1.1,0.6,-0.1,8,8,9,0,16,Matches
142,706,1005,70.2,22466,16952,105,105,100,288,297,97,311,593,52.4,0,0.5,0.1,-0.5,2,20,1,0,0,Matches
143,1050,1368,76.8,18085,7464,472,539,87.6,478,593,80.6,78,157,49.7,1,1.9,2.3,-0.9,17,60,33,15,90,Matches
144,11,14,78.6,133,3,5,5,100,4,7,57.1,0,0,,0,0,0,0,0,0,0,0,0,Matches
145,437,551,79.3,6682,2082,247,269,91.8,148,175,84.6,29,79,36.7,1,0.8,0.6,+0.2,9,16,8,6,19,Matches
146,623,742,84,10097,3419,309,346,89.3,266,306,86.9,32,48,66.7,1,1.4,1,-0.4,6,35,11,4,59,Matches
147,307,556,55.2,5848,1808,132,199,66.3,111,184,60.3,51,111,45.9,1,1.6,2,-0.6,18,24,27,18,47,Matches
148,313,474,66,4292,1060,180,255,70.6,88,127,69.3,18,31,58.1,1,2.4,1.9,-1.4,27,31,20,3,51,Matches
149,19,27,70.4,339,130,8,8,100,9,15,60,2,4,50,0,0,0,0,0,1,0,0,1,Matches
150,576,754,76.4,7894,1509,346,389,88.9,180,228,78.9,17,54,31.5,3,2.8,2.9,+0.2,23,31,16,6,51,Matches
151,790,871,90.7,15101,6145,297,314,94.6,386,408,94.6,98,130,75.4,0,0,0.3,0,2,61,3,0,68,Matches
152,1224,1592,76.9,22964,10551,535,606,88.3,517,619,83.5,154,294,52.4,2,1.8,1,+0.2,12,98,11,4,135,Matches
153,102,148,68.9,1716,670,53,64,82.8,41,55,74.5,7,22,31.8,0,0,0,0,0,2,0,0,6,Matches
154,79,108,73.1,1062,318,51,60,85,17,28,60.7,5,5,100,1,0.7,0.8,+0.3,6,8,3,0,18,Matches
155,1486,1787,83.2,22185,8377,809,904,89.5,565,643,87.9,65,139,46.8,2,1.8,2.3,+0.2,17,104,19,2,138,Matches
156,617,779,79.2,11335,3758,239,291,82.1,285,331,86.1,75,111,67.6,0,0.6,0.9,-0.6,10,58,7,1,73,Matches
157,62,99,62.6,913,279,34,51,66.7,23,37,62.2,3,5,60,1,1.3,0.4,-0.3,7,6,4,0,10,Matches
158,216,364,59.3,7080,5483,19,19,100,104,109,95.4,93,234,39.7,0,0,0,0,0,9,0,0,0,Matches
159,655,729,89.8,13508,4362,177,196,90.3,398,422,94.3,74,104,71.2,1,0.5,0.3,+0.5,2,34,3,1,45,Matches
160,1230,1575,78.1,21537,7729,548,650,84.3,523,621,84.2,124,210,59,0,2.1,2,-2.1,26,144,17,3,176,Matches
161,565,830,68.1,18595,14474,77,78,98.7,229,233,98.3,257,514,50,0,0,0,0,0,11,0,0,0,Matches
162,1212,1380,87.8,23885,8489,395,437,90.4,662,710,93.2,136,198,68.7,0,0.4,0.6,-0.4,3,81,2,0,111,Matches
163,22,35,62.9,210,44,18,28,64.3,1,3,33.3,0,0,,0,0.1,0.2,-0.1,2,2,0,0,0,Matches
164,4,5,80,56,7,2,2,100,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
165,0,4,0,0,0,0,0,,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,Matches
166,6,6,100,81,17,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
167,157,218,72,2051,397,82,105,78.1,41,54,75.9,10,16,62.5,1,1.3,0.5,-0.3,8,10,4,1,15,Matches
168,150,226,66.4,2354,518,76,95,80,47,66,71.2,15,36,41.7,2,0.8,1.1,+1.2,7,6,9,1,24,Matches
169,68,85,80,1229,484,28,31,90.3,36,40,90,4,13,30.8,0,0,0,0,0,3,0,0,5,Matches
170,79,84,94,1670,707,16,17,94.1,49,51,96.1,13,14,92.9,0,0,0,0,0,3,0,0,8,Matches
171,130,186,69.9,3466,2833,29,29,100,67,67,100,34,89,38.2,0,0,0,0,0,2,0,0,0,Matches
172,621,898,69.2,9775,3179,327,387,84.5,220,286,76.9,50,149,33.6,5,4.7,4.9,+0.3,54,49,44,8,117,Matches
173,50,67,74.6,684,148,30,34,88.2,15,23,65.2,1,3,33.3,0,0.4,0.3,-0.4,7,3,1,0,9,Matches
174,93,136,68.4,1619,718,37,43,86,46,59,78,7,26,26.9,0,0,0,0,0,6,1,0,7,Matches
175,269,304,88.5,4451,1013,140,156,89.7,91,98,92.9,32,36,88.9,0,0.3,0.3,-0.3,3,27,2,0,26,Matches
176,994,1228,80.9,14581,5275,564,633,89.1,336,404,83.2,51,107,47.7,4,2,2.1,+2.0,13,75,21,10,77,Matches
177,1011,1338,75.6,17055,5684,485,568,85.4,414,521,79.5,87,155,56.1,5,5.3,5.4,-0.3,39,67,36,11,104,Matches
178,7,14,50,107,23,2,5,40,2,4,50,1,2,50,0,0,0,0,0,0,0,0,0,Matches
179,5,6,83.3,35,0,4,4,100,0,0,,0,0,,0,0,0,0,1,0,0,0,0,Matches
180,138,150,92,1779,312,93,96,96.9,37,41,90.2,3,6,50,0,0,0.2,0,1,6,3,2,7,Matches
181,7,11,63.6,105,26,3,6,50,4,5,80,0,0,,0,0,0,0,1,0,0,0,0,Matches
182,187,260,71.9,2522,464,106,128,82.8,51,74,68.9,10,13,76.9,1,0.6,1.2,+0.4,10,14,6,0,22,Matches
183,45,65,69.2,668,177,25,31,80.6,16,21,76.2,3,5,60,0,0.1,0.1,-0.1,2,3,3,2,8,Matches
184,765,1013,75.5,11605,4473,430,484,88.8,256,349,73.4,48,112,42.9,0,0.4,0.7,-0.4,8,49,13,7,68,Matches
185,753,819,91.9,14191,4930,269,283,95.1,396,418,94.7,80,107,74.8,0,0,0.1,0,1,32,0,0,41,Matches
186,1350,1796,75.2,22969,10202,663,741,89.5,521,672,77.5,135,269,50.2,2,3.5,4.8,-1.5,44,97,36,27,134,Matches
187,230,272,84.6,3621,957,121,134,90.3,92,106,86.8,11,16,68.8,0,0.1,0.7,-0.1,4,13,8,3,20,Matches
188,4,9,44.4,46,7,3,4,75,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0,Matches
189,140,183,76.5,2236,914,70,79,88.6,56,74,75.7,8,19,42.1,0,0.1,0.1,-0.1,2,7,2,1,13,Matches
190,866,1148,75.4,13258,4314,511,587,87.1,235,301,78.1,79,154,51.3,2,3.7,4.8,-1.7,46,76,34,8,116,Matches
191,88,108,81.5,1103,200,60,68,88.2,20,25,80,3,6,50,2,1.1,0.4,+0.9,5,5,6,1,12,Matches
192,537,733,73.3,8769,3104,273,315,86.7,197,256,77,46,96,47.9,3,3.4,2.8,-0.4,32,60,41,13,104,Matches
193,333,469,71,6336,2698,123,151,81.5,166,201,82.6,36,96,37.5,0,0.1,0.1,-0.1,3,16,0,0,24,Matches
194,18,31,58.1,296,70,10,16,62.5,5,8,62.5,2,3,66.7,1,0.7,0.6,+0.3,2,1,0,0,1,Matches
195,257,308,83.4,3885,900,140,156,89.7,85,99,85.9,17,30,56.7,0,0.5,0.5,-0.5,9,21,6,1,35,Matches
196,876,1107,79.1,11982,3508,520,610,85.2,275,331,83.1,33,52,63.5,4,2.7,3.1,+1.3,28,81,22,1,147,Matches
197,7,11,63.6,59,7,5,8,62.5,1,2,50,0,0,,0,0,0,0,0,1,0,0,1,Matches
198,32,42,76.2,596,204,10,12,83.3,17,19,89.5,4,8,50,0,0,0,0,0,1,0,0,4,Matches
199,8,22,36.4,167,11,2,4,50,5,10,50,1,8,12.5,0,0,0,0,0,0,0,0,0,Matches
200,57,81,70.4,759,237,38,49,77.6,13,22,59.1,2,3,66.7,1,0.6,1,+0.4,6,3,7,3,9,Matches
201,1508,1878,80.3,24327,8654,790,882,89.6,560,677,82.7,112,206,54.4,2,3.4,2.4,-1.4,22,111,22,13,134,Matches
202,529,749,70.6,8708,2774,278,330,84.2,153,220,69.5,66,130,50.8,3,3,3,0,42,54,17,1,103,Matches
203,33,49,67.3,748,587,10,10,100,12,12,100,10,25,40,0,0,0,0,0,0,0,0,0,Matches
204,761,886,85.9,12983,3403,351,387,90.7,308,343,89.8,72,94,76.6,1,0.5,0.5,+0.5,8,81,6,1,67,Matches
205,1554,1876,82.8,24817,7894,824,916,90,552,641,86.1,125,191,65.4,11,8.9,7.5,+2.1,64,191,84,16,231,Matches
206,249,374,66.6,3893,923,142,172,82.6,78,121,64.5,20,42,47.6,0,0.5,0.6,-0.5,5,23,8,0,35,Matches
207,106,128,82.8,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,0,0.5,0.7,-0.5,8,6,7,0,14,Matches
208,52,70,74.3,894,438,25,29,86.2,19,25,76,7,12,58.3,0,0,0.1,0,1,8,1,0,9,Matches
209,122,198,61.6,1577,452,81,108,75,30,52,57.7,5,10,50,0,0.9,1,-0.9,8,21,5,1,17,Matches
210,550,756,72.8,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,10,4.6,3.2,+5.4,29,26,24,7,59,Matches
211,423,542,78,7372,3246,182,206,88.3,182,223,81.6,42,87,48.3,0,0.1,0.2,-0.1,2,27,4,2,41,Matches
212,375,536,70,5457,1742,204,252,81,136,186,73.1,16,35,45.7,2,2.7,1.6,-0.7,15,35,15,1,54,Matches
213,129,184,70.1,1869,529,74,90,82.2,43,61,70.5,5,12,41.7,1,0.8,1.1,+0.2,6,6,10,0,22,Matches
214,541,783,69.1,9274,3522,255,299,85.3,226,311,72.7,50,119,42,0,0.4,1,-0.4,6,36,6,3,42,Matches
215,698,923,75.6,11505,2721,379,423,89.6,206,277,74.4,79,160,49.4,6,4.4,4.1,+1.6,45,50,39,14,82,Matches
216,85,111,76.6,1351,590,47,51,92.2,29,35,82.9,6,16,37.5,0,0.1,0.2,-0.1,2,5,2,2,8,Matches
217,926,1131,81.9,18444,7345,302,328,92.1,521,573,90.9,96,208,46.2,0,0.1,0.3,-0.1,4,63,2,0,59,Matches
218,64,89,71.9,1060,329,33,46,71.7,22,29,75.9,6,8,75,0,0,0.1,0,1,5,0,0,10,Matches
219,110,151,72.8,1828,716,60,73,82.2,33,41,80.5,13,28,46.4,1,0.7,0.9,+0.3,8,11,4,1,14,Matches
220,386,451,85.6,5589,990,215,236,91.1,136,156,87.2,17,28,60.7,2,0.9,0.7,+1.1,6,21,1,0,26,Matches
221,67,95,70.5,1318,354,27,30,90,29,40,72.5,11,23,47.8,1,0.4,0.4,+0.6,5,6,1,1,9,Matches
222,85,117,72.6,1461,496,41,53,77.4,37,44,84.1,6,15,40,0,0.4,0.4,-0.4,7,13,0,0,13,Matches
223,41,53,77.4,681,108,21,24,87.5,14,16,87.5,5,8,62.5,0,0,0,0,0,2,0,0,5,Matches
224,1599,1810,88.3,29365,9419,666,723,92.1,720,777,92.7,177,237,74.7,2,2,1.7,0,14,120,16,5,132,Matches
225,876,1224,71.6,15095,6360,439,492,89.2,302,405,74.6,111,232,47.8,3,4.4,3.5,-1.4,47,92,32,13,117,Matches
226,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,0,2,0,0,6,Matches
227,427,515,82.9,6418,2202,241,265,90.9,137,163,84,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,41,Matches
228,723,897,80.6,14772,5431,228,263,86.7,390,441,88.4,103,172,59.9,0,0,0.1,0,1,20,0,0,27,Matches
229,1225,1523,80.4,28367,18814,366,367,99.7,589,595,99,258,541,47.7,0,0,0.1,0,0,18,0,0,0,Matches
230,950,1205,78.8,18451,7413,321,392,81.9,487,559,87.1,122,210,58.1,2,1,0.7,+1.0,8,60,8,5,103,Matches
231,62,70,88.6,1087,188,27,29,93.1,26,28,92.9,6,8,75,0,0,0,0,0,4,0,0,3,Matches
232,514,729,70.5,8091,2264,249,315,79,190,250,76,46,87,52.9,2,3.7,2.9,-1.7,21,50,23,7,83,Matches
233,6,7,85.7,60,14,6,7,85.7,0,0,,0,0,,0,0,0,0,0,0,1,0,1,Matches
234,2,4,50,47,12,0,1,0,1,1,100,1,2,50,0,0,0,0,0,0,0,0,0,Matches
235,30,51,58.8,452,156,16,23,69.6,9,14,64.3,2,4,50,0,0.2,0.7,-0.2,2,2,3,2,5,Matches
236,208,332,62.7,3687,939,105,125,84,63,102,61.8,31,75,41.3,2,1.8,2.4,+0.2,15,14,11,8,10,Matches
237,431,629,68.5,6005,1947,250,323,77.4,126,178,70.8,25,42,59.5,2,1.6,2.5,+0.4,20,24,35,12,55,Matches
238,1117,1428,78.2,18775,7448,515,580,88.8,493,593,83.1,77,189,40.7,1,0.6,0.7,+0.4,10,52,5,1,74,Matches
239,393,514,76.5,7386,3006,143,161,88.8,209,262,79.8,37,75,49.3,0,0.4,0.3,-0.4,7,19,4,3,20,Matches
240,374,605,61.8,6353,1953,163,230,70.9,147,223,65.9,42,84,50,6,6.8,6.2,-0.8,41,30,46,26,58,Matches
241,1201,1490,80.6,22224,8000,462,523,88.3,597,693,86.1,117,231,50.6,0,0.4,0.7,-0.4,6,81,1,1,61,Matches
242,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0,0.4,0.2,-0.4,3,2,3,0,4,Matches
243,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0,0.1,0.2,-0.1,2,21,3,0,20,Matches
244,39,85,45.9,1601,1416,2,2,100,14,14,100,23,68,33.8,0,0,0,0,0,0,0,0,0,Matches
245,44,66,66.7,655,184,20,28,71.4,20,27,74.1,2,5,40,0,0.1,0.2,-0.1,1,5,1,0,8,Matches
246,125,195,64.1,1631,373,81,111,73,35,53,66,4,9,44.4,2,1.6,0.9,+0.4,8,13,4,0,16,Matches
247,271,390,69.5,5100,1639,123,148,83.1,88,119,73.9,46,85,54.1,2,2.8,2.3,-0.8,18,31,17,2,42,Matches
248,367,575,63.8,13133,11059,48,48,100,130,134,97,187,389,48.1,0,0,0.1,0,0,16,1,0,0,Matches
249,327,471,69.4,4001,741,209,277,75.5,83,120,69.2,10,17,58.8,2,2.2,1.9,-0.2,22,11,11,1,34,Matches
250,826,986,83.8,14445,4109,381,430,88.6,337,396,85.1,89,117,76.1,0,0.8,1.3,-0.8,15,71,11,4,98,Matches
